,0,1
5240,fashionable,1
5241,bash,5
5242,raise,29
5243,narrow,12
5244,mainstream-ish,1
5245,unlikely,4
5246,exposed,9
5247,hardly,16
5248,certainly,39
5249,crank,2
5250,neocons,1
5251,dominate,3
5252,discourse,6
5253,israel-palestine,2
5254,martin,20
5255,peretz's,2
5256,paranoia,5
5257,delusions,2
5258,hyperventilating,1
5259,notwithstanding,2
5260,plainly,2
5261,anti-semite,4
5262,half-way,1
5263,carter's,5
5264,palestine,6
5265,apartheid,3
5266,reasonable,14
5267,led,28
5268,department,53
5269,cursory,1
5270,glance,1
5271,ridiculous,13
5272,enthusiastically,2
5273,promoting,14
5274,condoleezza,4
5275,rice's,2
5276,junket,1
5277,fact-finding,2
5278,tours,3
5279,meanwhile,20
5280,plenty,10
5281,assistant,6
5282,indication,5
5283,seats,11
5284,tantamount,1
5285,suicide,7
5286,popcorn,1
5287,snacks,2
5288,theaters,3
5289,patti,1
5290,lupone's,1
5291,prevalence,1
5292,beverage,1
5293,concessions,3
5294,quoted,13
5295,noises,1
5296,playgoers,1
5297,sip,2
5298,munch,1
5299,crunch,6
5300,cara,1
5301,joy,7
5302,theatrical,2
5303,marie,2
5304,callender's,1
5305,pie,3
5306,sterno,1
5307,pull,14
5308,ham,3
5309,sandwich,4
5310,theater,20
5311,sing,4
5312,sister,11
5313,6,58
5314,pew,4
5315,snack,3
5316,noisy,2
5317,granola,1
5318,homily,1
5319,5:15,1
5320,p.m,20
5321,weekday,1
5322,mass,15
5323,philadelphia's,6
5324,evangelist,1
5325,anon,1
5326,altar,2
5327,eucharist,1
5328,halfway,4
5329,seasonal,1
5330,signed,17
5331,appreciated,1
5332,controversial,8
5333,mental,11
5334,gottlieb,4
5335,ono,4
5336,musician,2
5337,artist,6
5338,yoko,1
5339,karsan,4
5340,ono's,1
5341,koral,1
5342,contributed,11
5343,insecurity,2
5344,karsan's,1
5345,employment,9
5346,r,15
5347,ambrecht,1
5348,tight,10
5349,requiring,11
5350,returns,8
5351,listed,15
5352,contractor,4
5353,seven,13
5354,tucked,3
5355,sow,1
5356,reap,3
5357,bye-bye,3
5358,heinous,1
5359,judith,5
5360,barely,11
5361,comment,121
5362,regan,3
5363,firebrand,2
5364,stirred,1
5365,decade-old,1
5366,passions,1
5367,interview,33
5368,o,10
5369,j,18
5370,harpercollins,2
5371,oversaw,1
5372,firing,8
5373,effective,19
5374,two-sentence,1
5375,release,23
5376,issued,10
5377,eastern,14
5378,gawker's,1
5379,coverage,42
5380,gratitude,1
5381,christmas,10
5382,season,28
5383,c,11
5384,neo-conservatives,1
5385,um,6
5386,significantly,10
5387,odious,2
5388,unoriginal,1
5389,canadian,6
5390,sentient,1
5391,preprogrammed,1
5392,talking-points,1
5393,podhoretz,1
5394,midge,1
5395,affection,2
5396,vapors,4
5397,worthy,9
5398,committing,3
5399,paper,27
5400,posterity,1
5401,herself,25
5402,meeting,27
5403,faulkner,7
5404,coincidence,6
5405,daniel,13
5406,since-convicted,1
5407,establishment,9
5408,danny,1
5409,faulkner's,3
5410,widow,2
5411,guessing,2
5412,handful,4
5413,considerably,2
5414,photographs,4
5415,snapshots,1
5416,awful,10
5417,minute,11
5418,thankfully,5
5419,gracious,1
5420,charming,3
5421,murder,13
5422,upper,9
5423,nonsense,11
5424,thankful,1
5425,perpetuity,2
5426,saidel,2
5427,outta,1
5428,josh,26
5429,jon,26
5430,jeremy,1
5431,julian,6
5432,questionable,6
5433,allies,20
5434,discernable,1
5435,weren't,11
5436,brady,5
5437,what-has-he-done-for-anyone-lately,1
5438,adding,9
5439,existing,7
5440,expected,32
5441,crop,3
5442,disappointing,3
5443,prospects,3
5444,allegedly,6
5445,shaping,6
5446,window,11
5447,wow,18
5448,lights,5
5449,blazing,1
5450,helicopter,4
5451,developing,15
5452,warrants,2
5453,eh,5
5454,figured,8
5455,pimpled,1
5456,adjustment,1
5457,s,11
5458,aleck,1
5459,resigning,1
5460,distanced,1
5461,stooped,1
5462,tenure,1
5463,ensuing,1
5464,anywhere,9
5465,historians,4
5466,bare,2
5467,locust,2
5468,13th,1
5469,12th,1
5470,commemorative,1
5471,plaque,2
5472,chill,4
5473,spine,5
5474,inquirer,5
5475,gambardello's,2
5476,infamous,6
5477,1981,6
5478,ponder,3
5479,stirs,1
5480,anger,6
5481,ed,25
5482,redacted,1
5483,convicted,15
5484,you'll,24
5485,containing,2
5486,"22,800",1
5487,"22,801",1
5488,faulker's,1
5489,danny's,1
5490,gambardello,1
5491,neglects,1
5492,ritualistic,1
5493,helpfully,2
5494,alerts,6
5495,locale,1
5496,nasty,7
5497,e-mail,118
5498,perp's,1
5499,fly,22
5500,radar,4
5501,personality,6
5502,tests,3
5503,stereotypically,4
5504,miserably,1
5505,ahem,2
5506,flying,2
5507,rainbow,6
5508,colors,2
5509,manner,4
5510,anybody's,2
5511,gaydar,3
5512,bask,1
5513,un-gayness,1
5514,quiz,3
5515,co-worker,1
5516,k.b,1
5517,54,15
5518,gayer,1
5519,altmouse,4
5520,blogroll,26
5521,althouse,9
5522,intellectually,4
5523,challenged,3
5524,unbearably,1
5525,petulant,2
5526,toiling,1
5527,easterners,1
5528,northwest,9
5529,territories,1
5530,active,16
5531,folderol,1
5532,apt,1
5533,timely,5
5534,unconscionable,1
5535,partisanship,2
5536,picking,6
5537,determinations,1
5538,characteristic,4
5539,persons,5
5540,nouns,3
5541,string,5
5542,noun,2
5543,parts,14
5544,verbs,1
5545,adjectives,2
5546,adverbs,1
5547,remarkable,6
5548,blogosphere,15
5549,andrew,24
5550,sullivan,21
5551,detestable,2
5552,notice,28
5553,ann's,1
5554,concur,1
5555,teh,5
5556,amazingly,1
5557,nerve,5
5558,cite,2
5559,insta-linker,2
5560,rehnolds,1
5561,stance,2
5562,whenever,9
5563,written,88
5564,spell,5
5565,correctly,4
5566,letters,18
5567,syllables,1
5568,mine,25
5569,complicated,10
5570,insta-cracker,1
5571,broder,7
5572,players,8
5573,oh-so-reasonable,1
5574,bids,1
5575,fond,3
5576,misty,1
5577,defeated,5
5578,iowa,20
5579,leach,8
5580,moderate,28
5581,moves,9
5582,moderates,6
5583,crass,2
5584,parvenus,1
5585,unserious,2
5586,shrill,1
5587,partisan,22
5588,trustworthy,2
5589,horrific,1
5590,blames,4
5591,t]his,1
5592,factors,6
5593,helped,17
5594,tip,18
5595,target,14
5596,crafting,1
5597,unlawful,1
5598,enforcement,10
5599,measure,41
5600,banks,26
5601,servicing,1
5602,firms,9
5603,targeted,3
5604,sponsors,4
5605,e-mails,4
5606,magazines,5
5607,post-election,4
5608,survey,21
5609,paid,44
5610,net,12
5611,5-point,2
5612,swing,30
5613,attributable,1
5614,gamblers,1
5615,"208,483",1
5616,votes,55
5617,iowa's,1
5618,congressional,36
5619,district,49
5620,"10,000",8
5621,swayed,2
5622,winner,6
5623,dave,103
5624,loesback,1
5625,carefully,5
5626,exaggerating,1
5627,ah,5
5628,mysterious,3
5629,marty,3
5630,peretz,4
5631,avi,1
5632,shavit,2
5633,brilliantly,3
5634,thursday's,4
5635,haaretz,1
5636,brilliant,11
5637,tnr,6
5638,kick,6
5639,gratuitously,1
5640,snide,1
5641,racist,18
5642,directed,4
5643,arabs,16
5644,fresh,11
5645,rich,44
5646,reveal,3
5647,astonishing,2
5648,ignorance,7
5649,e.g,3
5650,illiteracy,1
5651,wolfe,2
5652,penetrating,2
5653,understandably,2
5654,literate,4
5655,observers,4
5656,commentators,5
5657,thorstein,1
5658,veblen,1
5659,evocative,1
5660,realities--sometimes,1
5661,grim,1
5662,silly--amidst,1
5663,readability,2
5664,comparison,11
5665,novelists,2
5666,nineteenth,1
5667,bonfire,2
5668,vanities,2
5669,taboo,3
5670,occasional,4
5671,evoke,1
5672,h.l,1
5673,mencken,1
5674,wade,21
5675,realities,2
5676,amidst,4
5677,ahead,25
5678,tries,4
5679,desk,8
5680,obsessed,6
5681,adds,8
5682,noticed,13
5683,obsession,4
5684,subjects,8
5685,feels,13
5686,rancor,3
5687,jews,27
5688,deeper,9
5689,feelings,10
5690,wherever,4
5691,jew,2
5692,hater,1
5693,mumbles,1
5694,paranoid,2
5695,incoherence,2
5696,winnie,2
5697,apparently,42
5698,36,10
5699,times's,4
5700,dime,3
5701,judging,4
5702,travel,17
5703,manage,6
5704,cheesesteak,1
5705,has-been/never-was,1
5706,la,17
5707,colombe,1
5708,penn's,3
5709,landing,4
5710,diplomacy,8
5711,refined,1
5712,genuine,4
5713,classic,8
5714,chilean,1
5715,bachelet,2
5716,jammies,1
5717,stephen,10
5718,harper,3
5719,uh,4
5720,shelley,1
5721,oatmeal,1
5722,borrow,3
5723,posh,3
5724,spice,2
5725,victoria,3
5726,scintillating,1
5727,interchange,1
5728,frat,2
5729,vladdy-boy,1
5730,finger,6
5731,russian,2
5732,vladimir,3
5733,putin,2
5734,fool,3
5735,shame,13
5736,fattah's,1
5737,platitudinous,1
5738,generality,1
5739,beneficence,1
5740,come-upping-ness,1
5741,two-man,1
5742,nomination,24
5743,mayoral,1
5744,nutter,1
5745,chaka,2
5746,fattah,4
5747,declared,16
5748,candidacies,1
5749,intentions,3
5750,metro,6
5751,giveaway,2
5752,15-minute,1
5753,city's,8
5754,inextricably,1
5755,chances,7
5756,philadelphians,1
5757,consigliere,2
5758,necessarily,8
5759,fee,4
5760,improbable,1
5761,nobel,11
5762,sir,5
5763,spain,2
5764,latin,2
5765,vowel,1
5766,brazil,1
5767,l,15
5768,henry,16
5769,kissinger,2
5770,quagmire,3
5771,victory,29
5772,writ,1
5773,sectarian,2
5774,period,23
5775,democracies,3
5776,70s,2
5777,recall,12
5778,jill,10
5779,clayburgh,1
5780,mystique,1
5781,announcer,2
5782,kyw,5
5783,1060,4
5784,sheltered,1
5785,existence,5
5786,headline,20
5787,offers,13
5788,quit,8
5789,delusional,2
5790,o.j,3
5791,blind,7
5792,tracey,3
5793,cleanliness,1
5794,thereof,2
5795,restaurants,5
5796,take-out,1
5797,establishments,2
5798,regulating,2
5799,stores,5
5800,stevie,1
5801,wonder-blind,1
5802,filthy,3
5803,exposure,4
5804,gawker,1
5805,wacky,1
5806,worried,15
5807,newly,9
5808,reelected,2
5809,gov,20
5810,rendell,7
5811,beach,6
5812,fun,49
5813,veterans,42
5814,bulge,4
5815,knute,1
5816,esteemed,2
5817,honorable,4
5818,naturally,19
5819,annual,13
5820,reunion/scholarship-fundraiser,1
5821,philadelphia-area,1
5822,restaurant,5
5823,catering,1
5824,events,38
5825,ensues,1
5826,excuse,7
5827,watchers,3
5828,ba-da-boom,1
5829,leader,37
5830,results,25
5831,upstate,3
5832,arcuri,3
5833,raymond,3
5834,meier,1
5835,hotly,1
5836,contested,2
5837,vacated,2
5838,retiring,2
5839,sherwood,1
5840,boehlert,3
5841,albany,3
5842,mohawk,1
5843,valley,23
5844,davies,2
5845,1949,1
5846,1951,1
5847,utica,1
5848,observer-dispatch,1
5849,k-j-lo,1
5850,kathryn,1
5851,lopez,2
5852,fan,9
5853,ricky,1
5854,santorum,7
5855,"380,000",1
5856,voter,86
5857,contacts,3
5858,raging,2
5859,enthusiast,1
5860,sic,3
5861,shocked,8
5862,expressions,2
5863,anchors,4
5864,faced,10
5865,kath,1
5866,pleasured,1
5867,break,38
5868,comics,6
5869,pages,31
5870,comic,4
5871,strips,1
5872,pearls,2
5873,swine,1
5874,croc,1
5875,fuzzy,2
5876,satchel,1
5877,absentee,6
5878,ballot,79
5879,pointless,2
5880,offing,1
5881,downright,5
5882,petrifying,1
5883,features,15
5884,insane,10
5885,fire-up-the-cannons-because-israel-(and,1
5886,u.s.)-despite-its-massive-army-and-all-of-its-nuclear-weapons-might-someday-feel-threatened-or-more-likely-just-be-a-little-bit-irritated-or-annoyed,1
5887,amir,2
5888,taheri,1
5889,option,11
5890,arthur,4
5891,herman,1
5892,glenn's,1
5893,hmmm,3
5894,exuberant,1
5895,approvingly,1
5896,deranged,1
5897,perverted,1
5898,self-referential,1
5899,homophobes,1
5900,lashawn,2
5901,barber,2
5902,specter,5
5903,stoops,1
5904,happily,3
5905,cleaning,1
5906,santorum's,2
5907,pennsylvania's,3
5908,second-most,1
5909,despicable,6
5910,arlen,3
5911,ads,61
5912,rattle,1
5913,evident,3
5914,sickening,2
5915,voice,35
5916,rick,42
5917,focusing,2
5918,arly's,1
5919,term,32
5920,stem,7
5921,cell,7
5922,almighty,1
5923,learn,24
5924,snake,1
5925,con,4
5926,actor,3
5927,slimy,2
5928,superior,8
5929,hoeffel,1
5930,assume,15
5931,arly,1
5932,sleeps,1
5933,nembutal,1
5934,seconal,1
5935,spew,4
5936,single-bullet,1
5937,ira,1
5938,einhorn,1
5939,peddling,1
5940,ricky's,1
5941,behalf,7
5942,uga-eautiful,1
5943,georgia,43
5944,tired,20
5945,ugas,1
5946,university's,2
5947,mascots,1
5948,incarnation,1
5949,uga,1
5950,shown,19
5951,puttin,1
5952,bob,72
5953,ryan,8
5954,exceptionally,2
5955,representation,2
5956,breed,2
5957,suburbs,2
5958,dull,2
5959,upcoming,8
5960,appearances,5
5961,mindset,1
5962,casey,16
5963,patrick,9
5964,murphy,5
5965,appearing,9
5966,vice,29
5967,gore,20
5968,8:00,3
5969,boilmaker's,1
5970,2300,1
5971,falls,6
5972,newportville,1
5973,5:30,6
5974,central,27
5975,375,1
5976,doylestown,1
5977,d-ill,3
5978,3:30,2
5979,keswick,2
5980,glenside,1
5981,lois,2
5982,11:00,1
5983,kerr,3
5984,pavilion,1
5985,downingtown,1
5986,2:00,2
5987,carver,1
5988,norristown,3
5989,sestak,1
5990,12:30,2
5991,cabrini,2
5992,gym,2
5993,radnor,2
5994,trouble,16
5995,remembering,2
5996,wood,6
5997,inflicting,1
5998,justifiable,2
5999,disgraced,2
6000,sock-puppet-deploying,1
6001,siegel's,1
6002,essays,16
6003,falling,11
6004,upwards,4
6005,praise,10
6006,blame,20
6007,comparative,2
6008,literature,15
6009,princeton,12
6010,introducing,3
6011,shallow,3
6012,novel,6
6013,collapsing,2
6014,memoir,1
6015,best-selling,1
6016,actual,26
6017,histories,1
6018,contemporary,7
6019,pecking,3
6020,realm,4
6021,seeking,13
6022,float,1
6023,wood's,1
6024,scarcely,1
6025,grows,1
6026,kinder,1
6027,f,9
6028,jr,14
6029,scheduled,11
6030,logan,4
6031,18th,3
6032,arch,2
6033,cherry,4
6034,doors,11
6035,begin,22
6036,6:15,2
6037,25.00,1
6038,seating,4
6039,first-come,1
6040,first-served,1
6041,rvsp,1
6042,albeit,5
6043,whyy,3
6044,90.9,1
6045,fm,5
6046,announcers,1
6047,producers,6
6048,oddly,4
6049,suggesting,7
6050,50-dollar,1
6051,donation,9
6052,listeners,3
6053,amount,23
6054,suggest,13
6055,one-year,2
6056,subscription,7
6057,newsweek,7
6058,approaching,4
6059,hitting,5
6060,6:30,4
6061,edt,14
6062,puts,11
6063,fathom,2
6064,hurts,7
6065,changes,25
6066,nefarious,2
6067,duncan,10
6068,eschaton,16
6069,reminds,9
6070,potty-mouthed,1
6071,warmonger,2
6072,savage,4
6073,trocadero,1
6074,enjoy,36
6075,vociferously,1
6076,nastily,1
6077,dishonestly,1
6078,advocated,2
6079,senseless,2
6080,"2,700",1
6081,sansom,2
6082,yourself,24
6083,hopelessly,1
6084,sponsored,16
6085,vs,15
6086,thinkers,2
6087,divided,4
6088,chat,9
6089,involving,7
6090,pair,5
6091,proteges,1
6092,compliment,1
6093,beinart,1
6094,thinkin,1
6095,gung-ho,2
6096,w.a.c,4
6097,moderated,1
6098,chris,27
6099,satullo,1
6100,whom,22
6101,indentifies,1
6102,newspaper's,3
6103,slot,4
6104,banged,1
6105,slobbering,1
6106,shipped,2
6107,pound,1
6108,wallet,1
6109,dinner,13
6110,mere,3
6111,65,9
6112,n.b,1
6113,sixty,3
6114,shelled,1
6115,75,6
6116,non-members,2
6117,membership,5
6118,gawk,1
6119,andy,4
6120,peon-type,1
6121,jam-packed,1
6122,imprezzzzzive,1
6123,schedule,5
6124,registration,42
6125,6:00,2
6126,7:15,1
6127,signing,9
6128,7:45,1
6129,9:00,2
6130,adjournment,1
6131,painting,3
6132,advises,1
6133,attire,1
6134,warns,7
6135,club's,1
6136,servants,3
6137,entrance,2
6138,remedial,1
6139,investment,17
6140,management,14
6141,widgets,1
6142,doodads,1
6143,cassel,2
6144,pollyanna,3
6145,confused,9
6146,simple-minded,2
6147,assigned,3
6148,scribblings,1
6149,apostrophed,1
6150,stocks,2
6151,puzzling,2
6152,observer,8
6153,observed,7
6154,involves,2
6155,views,53
6156,widget,4
6157,stock,15
6158,betting,5
6159,shares,10
6160,implication,4
6161,refuted,1
6162,obtain,2
6163,purchase,5
6164,consolidated,2
6165,doodad,2
6166,widget's,1
6167,investing,8
6168,exceed,7
6169,earn,12
6170,modest,6
6171,youtube,12
6172,malkin,10
6173,scantily,1
6174,inappropriately,1
6175,clad,1
6176,self-loathing,1
6177,ignoramus,1
6178,spikol,1
6179,filthy-column,1
6180,freaks,2
6181,r-pa,1
6182,pardon,2
6183,items,12
6184,lapses,1
6185,breezing,1
6186,york/region,1
6187,spilling,1
6188,barron,2
6189,freemasons,1
6190,boost,4
6191,long-sagging,1
6192,reverse,4
6193,creeping,2
6194,irrelevancy,1
6195,harbors,2
6196,biases,3
6197,shaped,2
6198,arguably,4
6199,defined,7
6200,youths,1
6201,actress,3
6202,robbed,2
6203,anemona,1
6204,hartocollis,1
6205,550-word,1
6206,occurred,3
6207,burns's,2
6208,ethnic,5
6209,niggers,1
6210,guatemalan,1
6211,belts,2
6212,conrad,1
6213,burns,1
6214,r-mont,1
6215,paternal,1
6216,guineas,1
6217,eye-talians,1
6218,formative,1
6219,thereafter,2
6220,threw,6
6221,tester,2
6222,outstanding,6
6223,infamy,1
6224,polite,3
6225,non-shrill,1
6226,discussed,13
6227,govern[s,1
6228,interrogation,8
6229,trials,2
6230,suspects,4
6231,far-reaching,3
6232,definition,12
6233,treated,10
6234,shameful,8
6235,shocking,7
6236,34,9
6237,haters,4
6238,shredders,1
6239,carper,3
6240,del,1
6241,johnson,96
6242,s.d,1
6243,landrieu,4
6244,lautenberg,1
6245,n.j,2
6246,lieberman,44
6247,conn,3
6248,menendez,2
6249,nelson,5
6250,neb,2
6251,pryor,2
6252,ark,2
6253,jay,6
6254,rockefeller,1
6255,w.va,2
6256,ken,19
6257,salazar,2
6258,colo,1
6259,debbie,2
6260,stabenow,1
6261,mich,1
6262,hung,4
6263,stalinist,2
6264,susan,19
6265,collins,4
6266,maine,7
6267,lindsey,2
6268,graham,6
6269,s.c,1
6270,hagel,3
6271,ariz,2
6272,warner,4
6273,va,10
6274,busy,15
6275,olympia,2
6276,snowe,1
6277,bookmark,2
6278,phone,25
6279,lighter,3
6280,haiku,1
6281,mad,14
6282,kane,3
6283,sidebar,5
6284,crossed,2
6285,redeem,1
6286,meantime,5
6287,minor,5
6288,fascinating,8
6289,wrecks,1
6290,wreck,2
6291,sometime,5
6292,tara,1
6293,reid,13
6294,gfy,1
6295,reid's,2
6296,counterpart,5
6297,jeanine,1
6298,pirro,1
6299,similarities,5
6300,disaster-in-the-making,1
6301,punctuating,1
6302,error,29
6303,paraphrasing,2
6304,d-mass,1
6305,die,22
6306,mistake,20
6307,regarded,1
6308,comma,2
6309,heinously,1
6310,insert,2
6311,obstinance,1
6312,dishonesty,1
6313,capozzola,3
6314,bio,5
6315,2002,45
6316,trr,2
6317,horowitzwatch,1
6318,bulldogs,1
6319,kerry-edwards,1
6320,contributing,7
6321,boxer,3
6322,koufax,3
6323,alpha,1
6324,capozzola's,1
6325,includes,19
6326,nominations,6
6327,series,33
6328,finalist,1
6329,capozzola?s,1
6330,lengthy,3
6331,securities,3
6332,analysis,35
6333,freelance,1
6334,editing,4
6335,ghost-writing,1
6336,instruction,1
6337,earned,9
6338,bachelor's,2
6339,degree,5
6340,master's,1
6341,notes,41
6342,pertaining,1
6343,developments,3
6344,updates,10
6345,deletion,2
6346,withdrawal,4
6347,thereto,2
6348,articles,19
6349,expiration,1
6350,discretion,4
6351,complete,17
6352,citation,2
6353,attribution,2
6354,sender's,1
6355,and/or,7
6356,addresses,5
6357,specifically,15
6358,submission,1
6359,confirm,5
6360,indentity,1
6361,identities,5
6362,correspondence,4
6363,hereat,2
6364,limitations,2
6365,implied,1
6366,vulgarity,3
6367,offensive,4
6368,length,3
6369,unhindered,1
6370,retains,2
6371,copyrights,2
6372,submissions,2
6373,hereto,1
6374,specified,2
6375,provision,6
6376,immediate,9
6377,reserved,14
6378,blogrolling.com,2
6379,armed,9
6380,madhouse,1
6381,greg,15
6382,palast,5
6383,theocracy,3
6384,kevin,38
6385,doctrine,10
6386,ron,13
6387,suskind,4
6388,recommended,69
6389,truman,2
6390,capote,3
6391,carpets,1
6392,banana,2
6393,skins,1
6394,rupert,4
6395,everett,1
6396,various,26
6397,acquaintences,1
6398,detractors,2
6399,turbulent,1
6400,plimpton,1
6401,cruciverbalism,1
6402,crossword,1
6403,fanatic's,1
6404,grid,10
6405,stanley,6
6406,newman,8
6407,lasswell,1
6408,lifeguard,1
6409,patterson,1
6410,gross,20
6411,zero,5
6412,gag,1
6413,compensation,3
6414,game's,1
6415,discovered,11
6416,dog-eared,1
6417,row,7
6418,wintour,1
6419,vogue's,1
6420,jerry,10
6421,oppenheimer,1
6422,740,1
6423,richest,2
6424,apartment,3
6425,building,25
6426,lapdogs,1
6427,eric,19
6428,freakonomics,3
6429,rogue,3
6430,economist,16
6431,explores,1
6432,hidden,4
6433,steven,30
6434,leavitt,18
6435,dubner,1
6436,crossroads,2
6437,neoconservative,4
6438,francis,8
6439,fukuyama,4
6440,finland,1
6441,fred,14
6442,singleton,1
6443,revolution,23
6444,intellectuals,7
6445,murray,4
6446,friedman,8
6447,leave,57
6448,michelangelo,3
6449,pope's,1
6450,ceiling,3
6451,ross,7
6452,marley,2
6453,grogan,2
6454,bloody,2
6455,rudeness,2
6456,bolt,1
6457,lynne,10
6458,truss,1
6459,amber,1
6460,fate,4
6461,treasure,8
6462,adrian,1
6463,levy,3
6464,catherine,3
6465,scott-clark,1
6466,oscar,5
6467,wilde,2
6468,neil,5
6469,mckenna,1
6470,signorile,2
6471,complimented,1
6472,signorile's,2
6473,acknowledgements,1
6474,bait,2
6475,futile,2
6476,pursuit,4
6477,barbara,10
6478,ehrenreich,2
6479,irresistible,1
6480,twentieth-century,1
6481,grazia,1
6482,sontag,2
6483,kael,1
6484,opposites,1
6485,attract,4
6486,craig,9
6487,seligman,1
6488,victor,4
6489,navasky,1
6490,depression,9
6491,kramer,2
6492,catch-22,2
6493,heller,2
6494,vaccines,1
6495,autism,4
6496,epidemic,1
6497,controversy,7
6498,kirby,2
6499,curious,10
6500,night-time,1
6501,haddon,1
6502,tragical,1
6503,hamlet,2
6504,prince,3
6505,denmark,1
6506,shakespeare,4
6507,condor,1
6508,pinochet,1
6509,dinges,1
6510,devil,5
6511,magic,7
6512,madness,6
6513,erik,2
6514,larson,1
6515,skeletons,1
6516,zahara,1
6517,wears,4
6518,prada,2
6519,lauren,2
6520,weisberger,1
6521,viewing,3
6522,zodiac,1
6523,pan's,1
6524,labyrinth,1
6525,shepherd,1
6526,lenin,1
6527,candy,7
6528,pierce,2
6529,shadows,2
6530,strangers,3
6531,inconvenient,3
6532,luck,1
6533,mockingbird,1
6534,memoirs,1
6535,geisha,1
6536,brokeback,1
6537,mountain,8
6538,penguins,1
6539,amazon.com,7
6540,shopping,7
6541,song/merino,1
6542,berube,2
6543,clevenger/zollinger,1
6544,felber,1
6545,barry,7
6546,brinkley,1
6547,brown,13
6548,burroughs,1
6549,cooper,9
6550,galbraith,1
6551,nunberg,1
6552,packer,3
6553,reynolds,10
6554,ricks,1
6555,roth-douquet,1
6556,academy,9
6557,sciences,5
6558,vocal,1
6559,arts,32
6560,playhouse,4
6561,adventure,4
6562,aquarium,1
6563,dia,1
6564,aldie,1
6565,mansion,9
6566,conservancy,2
6567,alex's,1
6568,lemonade,3
6569,allens,1
6570,lane,3
6571,allentown,3
6572,symphony,14
6573,orchestra,19
6574,francaise,1
6575,philadelphie,1
6576,ambler,2
6577,gazette,6
6578,america-italy,1
6579,composers,1
6580,forum-philadelphia,1
6581,chemists,1
6582,philosophical,3
6583,swedish,1
6584,hibernians,1
6585,andalusia,1
6586,annenberg,1
6587,anselma,1
6588,mill,2
6589,arboretum,8
6590,villanova,3
6591,arcadia,2
6592,gallery,7
6593,arden,1
6594,philly,6
6595,sanctuary,2
6596,sphere,12
6597,ashe,1
6598,youth,24
6599,tennis,2
6600,artists,9
6601,opera,9
6602,festival,14
6603,atwater,1
6604,kent,3
6605,audubon,2
6606,awbury,1
6607,azuka,1
6608,bach,1
6609,balletx,1
6610,barclay,1
6611,farmstead,1
6612,barley,1
6613,sheaf,1
6614,barnes,5
6615,bartram's,1
6616,garden,9
6617,battleship,1
6618,belmont,1
6619,berman,2
6620,betsy,2
6621,bicycle,1
6622,brothers/big,1
6623,southeastern,2
6624,bell,15
6625,sky,10
6626,boheme,1
6627,bowman's,1
6628,wildflower,1
6629,boyertown,1
6630,brandywine,4
6631,baroque,1
6632,river,10
6633,brick,1
6634,bristol,3
6635,pilot,3
6636,bryn,5
6637,athyn,2
6638,cathedral,3
6639,mawr,3
6640,county,90
6641,courier,3
6642,camden,7
6643,children's,9
6644,courier-post,1
6645,commission,31
6646,riversharks,1
6647,waterfront,1
6648,wardrobe,13
6649,carpenters,1
6650,basilica,1
6651,saints,1
6652,cedar,7
6653,crest,2
6654,celebration,4
6655,lansdowne,2
6656,emerging,1
6657,visual,2
6658,lesbian,10
6659,chadds,1
6660,chamber,18
6661,chanticleer,1
6662,cheltenham,1
6663,chemical,5
6664,blossom,2
6665,chester,5
6666,tourism,3
6667,chestnut,4
6668,choral,1
6669,christ,5
6670,churchville,1
6671,civic,13
6672,clef,1
6673,cliveden,1
6674,physicians,1
6675,colonial,2
6676,plantation,1
6677,phoenixville,2
6678,commerce,12
6679,bank,34
6680,ampitheater,1
6681,cycling,1
6682,seventy,1
6683,concert,3
6684,congregation,2
6685,mikveh,1
6686,conshohocken,1
6687,recorder,2
6688,constitutional,30
6689,spanish-speaking,1
6690,craigslist,1
6691,creative,4
6692,craft,3
6693,fine,19
6694,curtis,2
6695,vail,1
6696,regatta,1
6697,pennsylvanian,1
6698,dance,15
6699,defender,1
6700,delaware,30
6701,canal,4
6702,design,17
6703,port,1
6704,toy,1
6705,miniature,2
6706,philharmonic,1
6707,regional,5
6708,planning,18
6709,stroke,3
6710,desales,1
6711,deshler-morris,1
6712,devon,1
6713,horse,4
6714,drexel,3
6715,westphal,1
6716,eakins,1
6717,glassworks,1
6718,easter,6
6719,seals,1
6720,organizing,5
6721,penitentiary,1
6722,easton,1
6723,express-times,1
6724,ebenezer,1
6725,maxwell,2
6726,edgar,1
6727,allan,1
6728,poe,1
6729,1812,1
6730,hispano,1
6731,elfreth's,1
6732,alley,3
6733,ellarslie,1
6734,trenton,4
6735,elmwood,1
6736,equality,28
6737,fabric,5
6738,workshop,1
6739,fairmount,3
6740,ensemble,3
6741,fels,1
6742,planetarium,4
6743,fireman's,1
6744,presbyterian,3
6745,unitarian,2
6746,fishtown,1
6747,fleisher,1
6748,flute,1
6749,fonthill,1
6750,forge,6
6751,forrest,4
6752,fort,4
6753,mifflin,1
6754,chase,4
6755,farm,7
6756,franklin,6
6757,quaker,2
6758,wissahickon,2
6759,fruition,1
6760,gala,1
6761,galleries,1
6762,moore,10
6763,genealogical,1
6764,gardens,5
6765,germantown,3
6766,girard,1
6767,glassboro,1
6768,glen,1
6769,foerd,1
6770,estate,14
6771,glencairn,1
6772,interdependence,1
6773,gloucester,2
6774,goschenhoppen,1
6775,folk,5
6776,graeme,1
6777,gratz,1
6778,green,28
